worktree	head	branch	registration	path_state	locked	disposition
/tmp/cs-m6-q3-admission	b341698d3e9eed3cb7ba13f8b68315f3bf1109f6	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q3-integration	821dec6445b674cfffe40b918d122cd97025ef1a	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q3-integration-v2	b61e024c4eb25d3b730dc47cdb51453b4bb0d2f0	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q3-integration-v3	2aeeb54e500d5db3d732e227d22e28a9567eaa1b	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q3-proposal	42c3ab0e2feaee21e9eeb14ffa6917112c4afcff	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q3-readme-replan	3779426d8389288d0feced0127a7b37e8c76879d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q3-readmission	876b68ac5a11402e06c77d0be9dbb72c38ec38ad	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q3-scope-recovery	f1a310d96306f8d72ea1b1ed5e5fed04fa78d666	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q3-scope-replan	b1f9100a6502b942281796ab9e258681e2cc1ccb	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q4-admission	2dc2879df9107eb245ab120f0ddb5da1e89b561d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q4-integration	bd1387c8731c4f32d543628225296eca5f21d3c1	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q4-proposal	d5900d5a57eafd056c19607143824aae57cba9c6	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q4-scope-recovery	cc5739b63a5efcd009d4a0baa706992ed8bb6026	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-q4-scope-replan	75f613dcc346ee1ed08a039899fbf33f8a94d74e	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-r1-admission	935196b50a3118efae110188b33687ac7e993971	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-r1-implementation	22024089bb911655afd4f0f023933fab97e80e42	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-s1	169321a4251109293dbc299dceb664b9a1272752	codex/m6-s1	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-s2	e938d5ea0a6c9ddae3639f7ff66a0fdfb9969f8c	codex/m6-s2	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-s3	8e09f1f52b4bdc1d179a0988a7d25bf58cf3203f	codex/m6-s3	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t1	cae918eb7627bd45ffc771faefbadffee79afe3d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t1-impl	67417cd21c1618c200b177b5e03f9157e99f9a2e	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t10-admit	55bd1fe746c8b1c7e1bd2cdd7f8e47c0b0a4e458	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t10-impl	fbb632347016d9edcccad1048e53480e712be72c	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t11-accept	6ac7f66f7c514502ddce5fffffd934809a678205	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t11-admit	804e53582d0cf3a9fd966c014efdfd4e4534ced3	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t11-admit-v2	c9596855e205be822f1e0b6dadd574d703dc8042	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t12-accept	905b7d8db1e2204f186dc511120331938786339d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t12-admit	7449db477c689141e1dfe1b143f0a0a90e71c716	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t12-probe	430d92688e2e06a0536f63cc23fd2b233fdb40ae	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t13-accept	6d28f96c396a7c9fb4291aa5113bcd0ab8e0c9cb	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t13-admit	6acf43acea1df0ef1485f899cfa78f194899db56	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t13-probe	cc8502947e4f7b0243a42fa7b5f9e9feb4985bae	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t2-impl	5ceb3d339b086d2463eba77d0576a009fc38bb3c	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t3-impl	8e2d82869d32960e57b7eea872d72d56725ab966	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t3-preflight	3d014c3b0ef2181452aaaaa570b21db10ab7e53a	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t4	c89c03234af24c66cd6131341385adf2d4c5c1c4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t4-impl	5062fb32213bde137ced1844d5e02e83b5efa10d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t5	0d9e79ea45de4cb956938a7689a86f9b5b034082	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t5-impl	ffc01c8a47d73a967f1b89edaf3addc5f2b6e471	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t6	ca4fff418fcf46421053dce4de25f15970ee5dd4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t6-impl	9b11ff4ad2a603fb1064423a9fb51c2321add054	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t7	bd1c392a4a6f2333612722d179c2bd4cadd2e3d7	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t7-impl	f06663e3449436bbda3e17c07250db8634b6ba64	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t8	bd498dd97dbf8dd30d124cc236d168242c323062	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t8-impl	9088f864ebfe15e282ed69235b8cfdad6842cac1	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t9-admit	47ac3db60b90e2b52f56974462dee1209ec71962	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-t9-impl	52541345c2418647df5af22d0d48dd32a7c93917	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u0-repreflight	3c971e5230d670aed87f407a9b9a803cfdfde198	codex/m6-u0-repreflight	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u1-proposal	7f85995fc29fc1fcc01ae86cc48afe779e6f1da4	codex/m6-u1-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u10-proposal	0dc1ae2f01a00afcc705e888a34afce7432281ad	codex/m6-u10-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u11-proposal	e91e77a5d35fed02992513661b9a8e08dcda69d4	codex/m6-u11-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u12-proposal	cbbb4c2699d75b9e0e8b58d237f5055038cb797b	codex/m6-u12-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u2-proposal	8945e1f95bc3cb08c1dbe5cfa2a3eec322de7799	codex/m6-u2-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u3-proposal	b301e7ae893a86666567d240d75f7b3d63166bc4	codex/m6-u3-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u4-proposal	e59cabe1dc6db258cc2557649f69b6e969fd01dd	codex/m6-u4-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u5-proposal	d73d2c9d73f671bc6c583a8725097a65854ba984	codex/m6-u5-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u6-proposal	e0866fb47eae6427ef79465bd4ba7b2c1941d765	codex/m6-u6-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u7-proposal	943826651d81cf1ad282056234b5a1d014084ec7	codex/m6-u7-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u8-proposal	d3611f3d448137690a3d00b937d3f6b55868b5a6	codex/m6-u8-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-u9-proposal	ea9c8580e29bbccd0e40745d02536d27b8f12eb9	codex/m6-u9-proposal	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-v-w1	f8286140be1f5af723368c010b022c513908c8bf	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-v-w1-impl	c7f5f65ec68288c23d2e716d2f5c68464e2b3760	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-v-w1-plan	067a5ec8d53820250be4f24b1e03127596732ad0	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6-v3-proposal	571cbd4c5834636e6aa7f43dba89771d4572de0d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6c5	64a913a9af84114734e46ddf1de30beda1cf4811	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6c5-v2	42dfd3e722f5b8ec6d46e255f20eb5eab777369b	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i11	6cc2e14c099bc8642ae411546e6e4c7512e682ea	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i11-accept	64ae38764f8e99ef0083d8d52a1afd7100f80bd0	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i11-admit	a134456eb21ae75eb41a05015af0829960a6a4ce	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i12-preflight	aae4debf9ed7e875faf90c44789a39f9699bcb7c	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i13-impl	73bf4e9a9ff381222cf5a2b4453bec68dc0ab278	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i13-probe	ad79580a1c37dfe59321af73a46c550e5ac6fcdb	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i14-impl	d094f617bfca9c835fcac18e6cb89a968d17ffe9	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i14-probe	93dd1d4b312aaa834bef9382678d3d1546176de9	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i15-impl	1a64c2141d391c51b65a66fe91b70a7206182191	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i15-probe	7fc8b373664f12f2ae681d6f14690c899653af44	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i16-impl	6b87f354e47901a51ba212acb2b169e1f1d90f9a	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i16-probe	7a25bd85a33f2000295f0be95bd51d70fa1d1b77	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i17-final-probe	fd22008f736278ac074f7f01677c7a052ce0307e	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i18-acceptance	74a2a4cb1ba7bfb166a6628696555156608534d0	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i18-admission	40855707f9bb76bdf7b6b0e0a1e5d4125fb14d7d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i18-final-probe	40855707f9bb76bdf7b6b0e0a1e5d4125fb14d7d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i19-acceptance	ccbf80d03c6979ee69eeffd68451ebad7df9d393	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i19-admission	143fc684cdfd49c668546186b29d09138aa11770	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i19-probe	143fc684cdfd49c668546186b29d09138aa11770	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i20-acceptance	4851eaa4be65687b4b1be584cd7910bffc3ca362	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i20-admission	532b42d319497c35486855d9fe6cc0a7db3e36c1	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i20-probe	532b42d319497c35486855d9fe6cc0a7db3e36c1	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i21-acceptance	9352fe5c07af06a8d9cd2b8fec7197d6defd597c	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i21-admission	de63235703beb1bd2560f9247875d6fe2aeeaa67	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i21-probe	de63235703beb1bd2560f9247875d6fe2aeeaa67	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i22-acceptance	561e58847629cb3bdff013da08ed74b768f0118d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i22-admission	29683594f086c5f2c6c24e674cedec2d0e7b7aa7	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i22-probe	29683594f086c5f2c6c24e674cedec2d0e7b7aa7	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i23-accept	69aae78fb690afce39f900e38206626368230249	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i23-admission	fed1a1a0dbe439a2128ffe3e3dcb74372e0bb7c0	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i23-probe	fed1a1a0dbe439a2128ffe3e3dcb74372e0bb7c0	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i24-accept	2767584cd2439ea909c9315321356d1365fcbc4f	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i24-admission	fdb1adebd59b13c506dc4eae9f7855c2881423f1	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i24-probe	fdb1adebd59b13c506dc4eae9f7855c2881423f1	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i25-accept	4582a46040fcc3deff821fb3f3439f2de1394a3a	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i25-admission	db84163a0920a4d637f2a5d50ac6a154ec889490	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i25-probe	db84163a0920a4d637f2a5d50ac6a154ec889490	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i26-accept	9823a52f997bd9807cec9858e75928ea9f42b508	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i26-admission	776aafd32462d5b37d172d22f9fbef15f3301431	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i26-probe	d69fc064032fd921ad44614713bafcd0da5c6f17	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i27-accept	ebf53b0b5f443b4ff7137970478f22ea2ab625b6	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i27-admission	5f655a5435fcbec63614d67f3ef36e4bda825c7d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i27-probe	9823a52f997bd9807cec9858e75928ea9f42b508	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i3-accept	764d18519a449957a1bfbb9487997c2fd88ea1b3	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i4-preflight	86b907303a68ef84260c75a82bccf8956e715faa	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i7-accept	56d5aff6d9c68b8ea2bbac14a4224dfb23e44ea9	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i7-admission	65e9dbf1f9f1e15d2d140c318306cbf508164e30	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i7-admission-v2	0fb939d608b37e3d4b3b47f6dd23c1c9842a2d70	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i7-plan	d2716b4c9a0957a458a51f73769d9e047b757a43	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i89-acceptance	11aad3abe1403f9ea2bfbb9abb6909cb270a9dfe	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6i89-preflight	5af0b1a797d1d030376e5fcf0da3533e6cc5259b	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-m6s-preflight	c7c89467a3db0127a416eadecc785f6a22de3ac1	codex/m6-s-admission	prunable	missing	no	candidate-prune-registration
/tmp/cs-p1-concurrency	2b90a2ad8b5e6c75e0409d845429ea1e379e85e4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-p1-dependency	2b90a2ad8b5e6c75e0409d845429ea1e379e85e4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-p1-launcher	2b90a2ad8b5e6c75e0409d845429ea1e379e85e4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-p1-rust-api	2b90a2ad8b5e6c75e0409d845429ea1e379e85e4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-p1-rust-cross	2b90a2ad8b5e6c75e0409d845429ea1e379e85e4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-p1-rust-dependency	2b90a2ad8b5e6c75e0409d845429ea1e379e85e4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-p1-rust-release	2b90a2ad8b5e6c75e0409d845429ea1e379e85e4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-p1-rust-tooling	2b90a2ad8b5e6c75e0409d845429ea1e379e85e4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-p1b-concurrency	c2e30c9a2334f57523f286b6e747732c63838014	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-parent-compaction	b349a2c44b94478efc4220f5618451820d191501	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-parent-compaction-v2	8972a39fb39e243af371cc2a06b41139694aff40	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-policy-impact-foundation	bda52eda6e393abb80d5da5d98d6437cdb6a5f99	codex/policy-impact-foundation	prunable	missing	no	candidate-prune-registration
/tmp/cs-policy-impact-owner-closure	89bd3159e3cbbdd6b346eb8d9420dac4840a2f77	codex/policy-impact-owner-closure	prunable	missing	no	candidate-prune-registration
/tmp/cs-post-m6-i2-audit	948182702d8b6e8bc1e869916a6ed7d5dbdee87f	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-post-p1-plan	de8184b6ab2aeccb516b050e34658f13b780e2e6	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-post-ve072-audit	883d554da4ed089b3d7fcebb850e4e2264375d8d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ppr-c2-final	1a612437863b4e4effee8a8eb96680a07d32b39c	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ppr-compaction-replan	281f34561792854064a2e21e0fc8816eb71cf828	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ppr-numeric-engine	90a2b6739c93d5096b9c1a5b483f88b6f0992362	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ppr-numeric-replan	7d74113aa8436d29b9c31f92d22f833bda74709b	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-recovery-m5	f7e67ec521b6977bfa90c15f2fefd585c41b753f	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-row47-impl	809f2ddbe9423445c2aae6c90a59795d3cb6daba	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-row47-worktree	b1100ac3ede8b39a9f01e5f4f040256797f16c86	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-security-close	183e061bd8699bc4bf961839ab914279779fdf9a	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-security-hs1	a983386fde2b2ad600a7cf71a1e07ef5c0b4bc85	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-security-hs2a	475e41ef4c42d807cb923fcb26024e9727fc8d2f	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-security-hs2b	057d0799323364281c013f9cdc5d311f67da79d4	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-security-hs2c	c9e0c3280a8c8d34cdd699d7371f6bf2e41b9cbf	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-security-integrate	a6dbadd57639681863a8918d03901b2be31c8906	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-security-plan	55d37c3f1e62d4ceb54309f2b045d6cbb77f0847	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-security-replan	56ffb1119bf1a061b72e60d349fd74e8d97ba907	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-tooling-owner-audit	2e186b174e5f1051ab7c99581f53451e9a2e89ef	codex/m7-tooling-owner-audit	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve050-heading-policy	9e67fe519babc2f3a8cdaa93c198e74e0e272601	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve054-option1	0f60ecaead6bd5dadfdb0deceb172ec05e6f4bf3	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve055-option4	4e625262eda0f13c3e0bf40ebc2524bae2737f0d	codex/ve055-option4	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve055-probes	06b128d90119eba63481d7593bbed4986e32a7e1	codex/ve055-probes	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve056-s-preflight	3669e005d0b6d1a18abfd72887603609eef1490a	codex/ve056-s-preflight	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve057-impl	454d80461fa937d969e03b506349bfef5d73c2ec	codex/ve057-impl	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve057-select	ebd35c0a35f0d7e2b905636cb781bd1cb10d012f	codex/ve057-select	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve05758-impl	afee12f3647e9febdeef3f2459e7a99289d75c14	codex/ve05758-impl	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve058-containment-replan	5e85970f5933e7a80be7e194307260c4724d8056	codex/ve058-containment-replan	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve058-select	b21986c68ffcefb2acbb66b7fca1efe04b63de5d	codex/ve058-select	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve070-plan	693379a4ab35f28bd94a6ecc6235e597be40936c	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve072-plan	ea6bcfadaaa97bfcba96b859069afe0fd42fe592	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve074	760351d368a2657636abff3384895c70ba52df29	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve075	30e9c9bfdad2ba592e4766e03d976dd6f9ac4790	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve078-e1	d8c80f3eeaa3f7a3ab3c36e25d51855132bb65c8	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve078-plan	de1f73493410ec3044863cf16670e0e9ed67bb58	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve081-cap	9abb5f6df722214e80ece21cb3114734a81498a6	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve083	c7ccd79490b9301cde31e073dec1bf5ea70179ed	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve083-impl	1001a1b6f4885e281b8cd4a4c74555ed261dc601	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve083-probe	0c9d38f1cf37b5a1cdc183332bc13c02c2ce8ff9	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-ve084	7eddec135b592e9f89455d93b65c8e90d7188005	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verification-engine	c7175ad6bf7a46506534299dc1d9ec99fcac7cee	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verification-engine-m1	02d86ffaecaf30a8e783d1bb5c2428fd79ec6820	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verification-engine-m2	1548be1f596add1d77d41b7576d2458dbfc7c608	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verification-engine-m2p1	70448ce56f0a10e0b48559c886161c64a250e1b7	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-all-bash	bfb9713fa596bf3c964cc90df3c04ba5f1d3d286	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-release-freeze	faa267460340fb1c7affeb417bad6a579afd5659	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-release-impl	afd83f6370c1db3f6146413a947eaa0f76330304	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-rust-api-freeze	4f705747caaa6483e6a56f461f5f9784969e67e2	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-rust-api-impl	1c7d39a86cb0102ecb1a460e026b7b0db12eaf59	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-rust-dependency-freeze	ad98d3a13e5662723f03b1865921bf02fda37d6d	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-rust-dependency-impl	22d53b7d601eaea22fe25b44b9aeed13d7bcfcf1	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-shared-contracts	ce03749f5e8680ce4b1e62bd913391093d159dd7	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-standalone-freeze	7b5573ebba978273f9e2603a001f7d704f588400	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-tooling-freeze	a9acff7c37b9acc2d00c0ce0c312783d1e2bdd39	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-tooling-impl	c6e947df7e3ace565b2df78865ed32360ca2e087	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-tooling-reference-freeze	07ff9924b9589621e9b3f9816cb1ae17b5f67eee	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-tooling-reference-impl	e8c536743d59e3aac93b15875ed2196b7c4367b5	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-typescript-impl	a84a2a654677ddd2fad9367175254e4900d707c5	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-verifier-verification-impl	ddb2e2dac0d92377c92ecb9d8753dd5c08bcf7a1	detached	prunable	missing	no	candidate-prune-registration
/tmp/cs-work-proportionality-impact	c6576b8442e8c6d8ee20b746b0eda7282d776a4e	codex/work-proportionality-impact-recovery	prunable	missing	no	candidate-prune-registration
/tmp/cs-work-slice-proportionality	a49cbdae89153684c0d29b7b63960aa8881edb55	codex/work-slice-proportionality	prunable	missing	no	candidate-prune-registration
